2018-08-09 12:10:06,045 [INFO   ] local-test13 >> Starting kill query Thread: local-test13
2018-08-09 12:13:01,446 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:01,485 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:03,487 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 12:13:03,493 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:03,535 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:05,551 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:05,560 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:05,649 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:07,654 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:07,660 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:07,680 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:09,685 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:09,691 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:09,727 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:11,731 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:11,733 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:11,759 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:13,767 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:13,772 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:13,871 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:15,875 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 12:13:15,880 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:15,914 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:17,924 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:17,929 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:17,963 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:19,974 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:19,985 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:20,088 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:22,119 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:22,137 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:22,199 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:24,210 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:24,215 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:24,259 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:26,270 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:26,278 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:26,351 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:28,368 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 12:13:28,376 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:28,436 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:30,441 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:30,444 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:30,468 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:32,478 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:32,485 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:32,550 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:34,569 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:34,601 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:34,674 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:36,676 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:36,679 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:36,700 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:38,706 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:38,712 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:38,762 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:40,775 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 12:13:40,785 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:40,851 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:42,862 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:42,865 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:42,896 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:44,900 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:44,906 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:44,947 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:46,952 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:46,964 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:47,058 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:49,074 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:49,089 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:49,131 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:51,176 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:51,183 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:51,255 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:53,256 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 12:13:53,261 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:53,290 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:55,296 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:55,300 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:55,338 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:57,345 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:57,349 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:57,416 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:13:59,425 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:13:59,432 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:13:59,492 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:14:01,517 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:14:01,529 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:14:01,583 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:14:03,588 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:14:03,591 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:14:03,637 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:14:05,643 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 12:14:05,650 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:14:05,679 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:14:07,687 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:14:07,693 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:14:07,776 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:14:09,809 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:14:09,836 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:14:09,879 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:14:11,884 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:14:11,888 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:14:11,920 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:14:13,926 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:14:13,929 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:14:13,976 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:14:15,994 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:14:16,009 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:14:16,061 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:14:18,067 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 12:14:18,073 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:14:18,114 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:14:20,153 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:14:20,161 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:14:20,216 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:14:22,225 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:14:22,229 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:14:22,262 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:14:24,268 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:14:24,271 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:14:24,316 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:14:26,322 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:14:26,332 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:14:26,365 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:14:28,370 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:14:28,378 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:14:28,410 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:14:30,411 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 12:14:30,416 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:14:30,448 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:14:32,462 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:14:32,474 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:14:32,528 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:14:34,548 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:14:34,568 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:14:34,623 [DEBUG  ] local-test13 >> no threads need to be kill
2018-08-09 12:14:36,633 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 12:14:36,645 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 12:14:36,716 [DEBUG  ] local-test13 >> no threads need to be kill
